id	quiz_id	question_id	minutes	order	created_at	updated_at
126	5	27	2	27	2019-09-09 13:41:52	2019-09-09 13:41:52
127	5	28	2	28	2019-09-09 13:41:52	2019-09-09 13:41:52
128	5	29	2	29	2019-09-09 13:41:52	2019-09-09 13:41:52
129	5	30	2	30	2019-09-09 13:41:52	2019-09-09 13:41:52
130	5	31	2	31	2019-09-09 13:41:52	2019-09-09 13:41:52
131	5	32	2	32	2019-09-09 13:41:52	2019-09-09 13:41:52
132	5	33	2	33	2019-09-09 13:41:52	2019-09-09 13:41:52
133	5	34	2	34	2019-09-09 13:41:52	2019-09-09 13:41:52
134	5	35	2	35	2019-09-09 13:41:52	2019-09-09 13:41:52
135	5	36	2	36	2019-09-09 13:41:52	2019-09-09 13:41:52
136	5	37	2	37	2019-09-09 13:41:52	2019-09-09 13:41:52
137	5	38	2	38	2019-09-09 13:41:52	2019-09-09 13:41:52
138	5	39	2	39	2019-09-09 13:41:52	2019-09-09 13:41:52
139	5	40	2	40	2019-09-09 13:41:52	2019-09-09 13:41:52
140	5	41	2	41	2019-09-09 13:41:52	2019-09-09 13:41:52
141	5	42	2	42	2019-09-09 13:41:52	2019-09-09 13:41:52
142	5	43	2	43	2019-09-09 13:41:52	2019-09-09 13:41:52
143	6	1	2	1	2019-09-09 22:54:03	2019-09-09 22:54:03
144	6	2	2	2	2019-09-09 22:54:03	2019-09-09 22:54:03
145	6	3	2	3	2019-09-09 22:54:03	2019-09-09 22:54:03
146	6	4	2	4	2019-09-09 22:54:03	2019-09-09 22:54:03
147	6	5	2	5	2019-09-09 22:54:03	2019-09-09 22:54:03
148	6	6	2	6	2019-09-09 22:54:03	2019-09-09 22:54:03
149	6	7	2	7	2019-09-09 22:54:03	2019-09-09 22:54:03
150	6	8	2	8	2019-09-09 22:54:03	2019-09-09 22:54:03
151	6	9	2	9	2019-09-09 22:54:03	2019-09-09 22:54:03
152	6	10	2	10	2019-09-09 22:54:03	2019-09-09 22:54:03
153	6	11	2	11	2019-09-09 22:54:03	2019-09-09 22:54:03
154	6	12	2	12	2019-09-09 22:54:03	2019-09-09 22:54:03
155	6	13	2	13	2019-09-09 22:54:03	2019-09-09 22:54:03
156	6	14	2	14	2019-09-09 22:54:03	2019-09-09 22:54:03
157	6	15	2	15	2019-09-09 22:54:03	2019-09-09 22:54:03
158	6	16	2	16	2019-09-09 22:54:03	2019-09-09 22:54:03
159	6	17	2	17	2019-09-09 22:54:03	2019-09-09 22:54:03
160	6	18	2	18	2019-09-09 22:54:03	2019-09-09 22:54:03
161	6	19	2	19	2019-09-09 22:54:03	2019-09-09 22:54:03
162	6	20	2	20	2019-09-09 22:54:03	2019-09-09 22:54:03
163	6	21	2	21	2019-09-09 22:54:03	2019-09-09 22:54:03
164	6	22	2	22	2019-09-09 22:54:03	2019-09-09 22:54:03
165	6	23	2	23	2019-09-09 22:54:03	2019-09-09 22:54:03
166	6	24	2	24	2019-09-09 22:54:03	2019-09-09 22:54:03
167	6	25	2	25	2019-09-09 22:54:03	2019-09-09 22:54:03
168	6	26	2	26	2019-09-09 22:54:03	2019-09-09 22:54:03
169	6	27	2	27	2019-09-09 22:54:03	2019-09-09 22:54:03
170	6	28	2	28	2019-09-09 22:54:03	2019-09-09 22:54:03
171	6	29	2	29	2019-09-09 22:54:03	2019-09-09 22:54:03
172	6	30	2	30	2019-09-09 22:54:03	2019-09-09 22:54:03
173	6	31	2	31	2019-09-09 22:54:03	2019-09-09 22:54:03
174	6	32	2	32	2019-09-09 22:54:03	2019-09-09 22:54:03
175	6	33	2	33	2019-09-09 22:54:03	2019-09-09 22:54:03
176	6	34	2	34	2019-09-09 22:54:03	2019-09-09 22:54:03
177	6	35	2	35	2019-09-09 22:54:03	2019-09-09 22:54:03
178	6	36	2	36	2019-09-09 22:54:03	2019-09-09 22:54:03
179	6	37	2	37	2019-09-09 22:54:03	2019-09-09 22:54:03
180	6	38	2	38	2019-09-09 22:54:03	2019-09-09 22:54:03
181	6	39	2	39	2019-09-09 22:54:03	2019-09-09 22:54:03
182	6	40	2	40	2019-09-09 22:54:03	2019-09-09 22:54:03
183	6	41	2	41	2019-09-09 22:54:03	2019-09-09 22:54:03
184	6	42	2	42	2019-09-09 22:54:03	2019-09-09 22:54:03
185	6	43	2	43	2019-09-09 22:54:03	2019-09-09 22:54:03
186	7	1	2	1	2019-09-09 23:02:18	2019-09-09 23:02:18
187	7	2	2	2	2019-09-09 23:02:18	2019-09-09 23:02:18
188	7	3	2	3	2019-09-09 23:02:18	2019-09-09 23:02:18
189	7	4	2	4	2019-09-09 23:02:18	2019-09-09 23:02:18
190	7	5	2	5	2019-09-09 23:02:18	2019-09-09 23:02:18
191	7	6	2	6	2019-09-09 23:02:18	2019-09-09 23:02:18
192	7	7	2	7	2019-09-09 23:02:18	2019-09-09 23:02:18
193	7	8	2	8	2019-09-09 23:02:18	2019-09-09 23:02:18
194	7	9	2	9	2019-09-09 23:02:18	2019-09-09 23:02:18
195	7	10	2	10	2019-09-09 23:02:18	2019-09-09 23:02:18
196	7	11	2	11	2019-09-09 23:02:18	2019-09-09 23:02:18
197	7	12	2	12	2019-09-09 23:02:18	2019-09-09 23:02:18
198	7	13	2	13	2019-09-09 23:02:18	2019-09-09 23:02:18
199	7	14	2	14	2019-09-09 23:02:18	2019-09-09 23:02:18
200	7	15	2	15	2019-09-09 23:02:18	2019-09-09 23:02:18
201	7	16	2	16	2019-09-09 23:02:18	2019-09-09 23:02:18
202	7	17	2	17	2019-09-09 23:02:18	2019-09-09 23:02:18
203	7	18	2	18	2019-09-09 23:02:18	2019-09-09 23:02:18
204	7	19	2	19	2019-09-09 23:02:18	2019-09-09 23:02:18
205	7	20	2	20	2019-09-09 23:02:18	2019-09-09 23:02:18
206	7	21	2	21	2019-09-09 23:02:18	2019-09-09 23:02:18
207	7	22	2	22	2019-09-09 23:02:18	2019-09-09 23:02:18
208	7	23	2	23	2019-09-09 23:02:18	2019-09-09 23:02:18
209	7	24	2	24	2019-09-09 23:02:18	2019-09-09 23:02:18
210	7	25	2	25	2019-09-09 23:02:18	2019-09-09 23:02:18
211	7	26	2	26	2019-09-09 23:02:18	2019-09-09 23:02:18
212	7	27	2	27	2019-09-09 23:02:18	2019-09-09 23:02:18
213	7	28	2	28	2019-09-09 23:02:18	2019-09-09 23:02:18
214	7	29	2	29	2019-09-09 23:02:18	2019-09-09 23:02:18
215	7	30	2	30	2019-09-09 23:02:18	2019-09-09 23:02:18
216	7	31	2	31	2019-09-09 23:02:18	2019-09-09 23:02:18
217	7	32	2	32	2019-09-09 23:02:18	2019-09-09 23:02:18
218	7	33	2	33	2019-09-09 23:02:18	2019-09-09 23:02:18
219	7	34	2	34	2019-09-09 23:02:18	2019-09-09 23:02:18
220	7	35	2	35	2019-09-09 23:02:19	2019-09-09 23:02:19
221	7	36	2	36	2019-09-09 23:02:19	2019-09-09 23:02:19
222	7	37	2	37	2019-09-09 23:02:19	2019-09-09 23:02:19
223	7	38	2	38	2019-09-09 23:02:19	2019-09-09 23:02:19
224	7	39	2	39	2019-09-09 23:02:19	2019-09-09 23:02:19
225	7	40	2	40	2019-09-09 23:02:19	2019-09-09 23:02:19
226	7	41	2	41	2019-09-09 23:02:19	2019-09-09 23:02:19
227	7	42	2	42	2019-09-09 23:02:19	2019-09-09 23:02:19
228	7	43	2	43	2019-09-09 23:02:19	2019-09-09 23:02:19
229	8	1	2	1	2019-09-09 23:06:22	2019-09-09 23:06:22
230	8	2	2	2	2019-09-09 23:06:22	2019-09-09 23:06:22
231	8	3	2	3	2019-09-09 23:06:22	2019-09-09 23:06:22
232	8	4	2	4	2019-09-09 23:06:22	2019-09-09 23:06:22
233	8	5	2	5	2019-09-09 23:06:22	2019-09-09 23:06:22
234	8	6	2	6	2019-09-09 23:06:22	2019-09-09 23:06:22
235	8	7	2	7	2019-09-09 23:06:22	2019-09-09 23:06:22
236	8	8	2	8	2019-09-09 23:06:22	2019-09-09 23:06:22
237	8	9	2	9	2019-09-09 23:06:22	2019-09-09 23:06:22
238	8	10	2	10	2019-09-09 23:06:22	2019-09-09 23:06:22
239	8	11	2	11	2019-09-09 23:06:22	2019-09-09 23:06:22
240	8	12	2	12	2019-09-09 23:06:22	2019-09-09 23:06:22
241	8	13	2	13	2019-09-09 23:06:22	2019-09-09 23:06:22
242	8	14	2	14	2019-09-09 23:06:22	2019-09-09 23:06:22
243	8	15	2	15	2019-09-09 23:06:22	2019-09-09 23:06:22
244	8	16	2	16	2019-09-09 23:06:22	2019-09-09 23:06:22
245	8	17	2	17	2019-09-09 23:06:22	2019-09-09 23:06:22
246	8	18	2	18	2019-09-09 23:06:22	2019-09-09 23:06:22
247	8	19	2	19	2019-09-09 23:06:22	2019-09-09 23:06:22
248	8	20	2	20	2019-09-09 23:06:22	2019-09-09 23:06:22
249	8	21	2	21	2019-09-09 23:06:22	2019-09-09 23:06:22
250	8	22	2	22	2019-09-09 23:06:22	2019-09-09 23:06:22
251	8	23	2	23	2019-09-09 23:06:22	2019-09-09 23:06:22
252	8	24	2	24	2019-09-09 23:06:22	2019-09-09 23:06:22
253	8	25	2	25	2019-09-09 23:06:22	2019-09-09 23:06:22
254	8	26	2	26	2019-09-09 23:06:22	2019-09-09 23:06:22
255	8	27	2	27	2019-09-09 23:06:22	2019-09-09 23:06:22
256	8	28	2	28	2019-09-09 23:06:22	2019-09-09 23:06:22
257	8	29	2	29	2019-09-09 23:06:22	2019-09-09 23:06:22
258	8	30	2	30	2019-09-09 23:06:22	2019-09-09 23:06:22
259	8	31	2	31	2019-09-09 23:06:22	2019-09-09 23:06:22
260	8	32	2	32	2019-09-09 23:06:22	2019-09-09 23:06:22
261	8	33	2	33	2019-09-09 23:06:22	2019-09-09 23:06:22
262	8	34	2	34	2019-09-09 23:06:22	2019-09-09 23:06:22
263	8	35	2	35	2019-09-09 23:06:22	2019-09-09 23:06:22
264	8	36	2	36	2019-09-09 23:06:22	2019-09-09 23:06:22
265	8	37	2	37	2019-09-09 23:06:22	2019-09-09 23:06:22
266	8	38	2	38	2019-09-09 23:06:22	2019-09-09 23:06:22
267	8	39	2	39	2019-09-09 23:06:22	2019-09-09 23:06:22
268	8	40	2	40	2019-09-09 23:06:23	2019-09-09 23:06:23
269	8	41	2	41	2019-09-09 23:06:23	2019-09-09 23:06:23
270	8	42	2	42	2019-09-09 23:06:23	2019-09-09 23:06:23
271	8	43	2	43	2019-09-09 23:06:23	2019-09-09 23:06:23
272	9	1	2	1	2019-09-10 13:44:01	2019-09-10 13:44:01
273	9	2	2	2	2019-09-10 13:44:01	2019-09-10 13:44:01
274	9	3	2	3	2019-09-10 13:44:01	2019-09-10 13:44:01
275	9	4	2	4	2019-09-10 13:44:01	2019-09-10 13:44:01
276	9	5	2	5	2019-09-10 13:44:01	2019-09-10 13:44:01
277	9	6	2	6	2019-09-10 13:44:01	2019-09-10 13:44:01
278	9	7	2	7	2019-09-10 13:44:01	2019-09-10 13:44:01
279	9	8	2	8	2019-09-10 13:44:01	2019-09-10 13:44:01
280	9	9	2	9	2019-09-10 13:44:01	2019-09-10 13:44:01
281	9	10	2	10	2019-09-10 13:44:01	2019-09-10 13:44:01
282	9	11	2	11	2019-09-10 13:44:01	2019-09-10 13:44:01
283	9	12	2	12	2019-09-10 13:44:01	2019-09-10 13:44:01
284	9	13	2	13	2019-09-10 13:44:01	2019-09-10 13:44:01
285	9	14	2	14	2019-09-10 13:44:01	2019-09-10 13:44:01
286	9	15	2	15	2019-09-10 13:44:01	2019-09-10 13:44:01
287	9	16	2	16	2019-09-10 13:44:01	2019-09-10 13:44:01
288	9	17	2	17	2019-09-10 13:44:01	2019-09-10 13:44:01
289	9	18	2	18	2019-09-10 13:44:01	2019-09-10 13:44:01
290	9	19	2	19	2019-09-10 13:44:01	2019-09-10 13:44:01
291	9	20	2	20	2019-09-10 13:44:01	2019-09-10 13:44:01
292	9	21	2	21	2019-09-10 13:44:01	2019-09-10 13:44:01
293	9	22	2	22	2019-09-10 13:44:01	2019-09-10 13:44:01
294	9	23	2	23	2019-09-10 13:44:01	2019-09-10 13:44:01
295	9	24	2	24	2019-09-10 13:44:01	2019-09-10 13:44:01
296	9	25	2	25	2019-09-10 13:44:01	2019-09-10 13:44:01
297	9	26	2	26	2019-09-10 13:44:01	2019-09-10 13:44:01
298	9	27	2	27	2019-09-10 13:44:01	2019-09-10 13:44:01
299	9	28	2	28	2019-09-10 13:44:01	2019-09-10 13:44:01
300	9	29	2	29	2019-09-10 13:44:01	2019-09-10 13:44:01
301	9	30	2	30	2019-09-10 13:44:01	2019-09-10 13:44:01
302	9	31	2	31	2019-09-10 13:44:01	2019-09-10 13:44:01
303	9	32	2	32	2019-09-10 13:44:01	2019-09-10 13:44:01
304	9	33	2	33	2019-09-10 13:44:01	2019-09-10 13:44:01
305	9	34	2	34	2019-09-10 13:44:01	2019-09-10 13:44:01
306	9	35	2	35	2019-09-10 13:44:01	2019-09-10 13:44:01
307	9	36	2	36	2019-09-10 13:44:01	2019-09-10 13:44:01
308	9	37	2	37	2019-09-10 13:44:01	2019-09-10 13:44:01
309	9	38	2	38	2019-09-10 13:44:01	2019-09-10 13:44:01
310	9	39	2	39	2019-09-10 13:44:01	2019-09-10 13:44:01
311	9	40	2	40	2019-09-10 13:44:01	2019-09-10 13:44:01
312	9	41	2	41	2019-09-10 13:44:01	2019-09-10 13:44:01
313	9	42	2	42	2019-09-10 13:44:01	2019-09-10 13:44:01
314	9	43	2	43	2019-09-10 13:44:01	2019-09-10 13:44:01
316	10	31	2	2	2019-09-16 16:49:59	2019-09-16 16:49:59
317	10	33	2	3	2019-09-16 16:49:59	2019-09-16 16:49:59
318	10	35	2	4	2019-09-16 16:49:59	2019-09-16 16:49:59
329	17	46	2	1	2019-10-01 09:17:48	2019-10-01 09:17:48
330	17	47	2	2	2019-10-01 09:17:48	2019-10-01 09:17:48
331	17	48	2	3	2019-10-01 09:17:48	2019-10-01 09:17:48
332	18	39	2	1	2019-10-01 11:07:07	2019-10-01 11:07:07
333	18	37	2	2	2019-10-01 11:07:07	2019-10-01 11:07:07
334	18	35	2	3	2019-10-01 11:07:07	2019-10-01 11:07:07
335	19	35	2	1	2019-10-01 11:11:24	2019-10-01 11:11:24
336	19	39	2	2	2019-10-01 11:11:24	2019-10-01 11:11:24
337	19	40	2	3	2019-10-01 11:11:24	2019-10-01 11:11:24
338	19	37	2	4	2019-10-01 11:11:24	2019-10-01 11:11:24
339	20	1	2	1	2019-10-02 07:37:20	2019-10-02 07:37:20
340	20	2	2	2	2019-10-02 07:37:20	2019-10-02 07:37:20
341	20	3	2	3	2019-10-02 07:37:20	2019-10-02 07:37:20
342	20	4	2	4	2019-10-02 07:37:20	2019-10-02 07:37:20
343	20	5	2	5	2019-10-02 07:37:20	2019-10-02 07:37:20
344	20	6	2	6	2019-10-02 07:37:20	2019-10-02 07:37:20
345	20	7	2	7	2019-10-02 07:37:20	2019-10-02 07:37:20
346	20	8	2	8	2019-10-02 07:37:20	2019-10-02 07:37:20
347	20	9	2	9	2019-10-02 07:37:20	2019-10-02 07:37:20
348	21	1	2	1	2019-10-02 20:26:04	2019-10-02 20:26:04
349	21	2	2	2	2019-10-02 20:26:04	2019-10-02 20:26:04
350	21	3	2	3	2019-10-02 20:26:04	2019-10-02 20:26:04
351	21	4	2	4	2019-10-02 20:26:04	2019-10-02 20:26:04
352	21	5	2	5	2019-10-02 20:26:04	2019-10-02 20:26:04
353	21	6	2	6	2019-10-02 20:26:04	2019-10-02 20:26:04
354	21	7	2	7	2019-10-02 20:26:04	2019-10-02 20:26:04
355	21	8	2	8	2019-10-02 20:26:04	2019-10-02 20:26:04
356	21	9	2	9	2019-10-02 20:26:04	2019-10-02 20:26:04
357	21	10	2	10	2019-10-02 20:26:04	2019-10-02 20:26:04
358	21	11	2	11	2019-10-02 20:26:04	2019-10-02 20:26:04
359	21	12	2	12	2019-10-02 20:26:04	2019-10-02 20:26:04
360	21	13	2	13	2019-10-02 20:26:04	2019-10-02 20:26:04
361	21	14	2	14	2019-10-02 20:26:04	2019-10-02 20:26:04
362	21	15	2	15	2019-10-02 20:26:04	2019-10-02 20:26:04
363	21	16	2	16	2019-10-02 20:26:04	2019-10-02 20:26:04
364	21	17	2	17	2019-10-02 20:26:04	2019-10-02 20:26:04
365	21	18	2	18	2019-10-02 20:26:04	2019-10-02 20:26:04
366	21	19	2	19	2019-10-02 20:26:04	2019-10-02 20:26:04
367	21	20	2	20	2019-10-02 20:26:04	2019-10-02 20:26:04
368	21	21	2	21	2019-10-02 20:26:04	2019-10-02 20:26:04
369	21	22	2	22	2019-10-02 20:26:04	2019-10-02 20:26:04
370	21	23	2	23	2019-10-02 20:26:04	2019-10-02 20:26:04
371	21	24	2	24	2019-10-02 20:26:04	2019-10-02 20:26:04
372	21	25	2	25	2019-10-02 20:26:04	2019-10-02 20:26:04
373	21	26	2	26	2019-10-02 20:26:04	2019-10-02 20:26:04
374	21	27	2	27	2019-10-02 20:26:04	2019-10-02 20:26:04
375	21	28	2	28	2019-10-02 20:26:04	2019-10-02 20:26:04
376	21	29	2	29	2019-10-02 20:26:04	2019-10-02 20:26:04
377	21	30	2	30	2019-10-02 20:26:04	2019-10-02 20:26:04
378	21	31	2	31	2019-10-02 20:26:04	2019-10-02 20:26:04
379	21	32	2	32	2019-10-02 20:26:04	2019-10-02 20:26:04
380	21	33	2	33	2019-10-02 20:26:04	2019-10-02 20:26:04
381	21	34	2	34	2019-10-02 20:26:04	2019-10-02 20:26:04
382	21	35	2	35	2019-10-02 20:26:04	2019-10-02 20:26:04
383	21	36	2	36	2019-10-02 20:26:04	2019-10-02 20:26:04
384	21	37	2	37	2019-10-02 20:26:04	2019-10-02 20:26:04
385	21	38	2	38	2019-10-02 20:26:04	2019-10-02 20:26:04
386	21	39	2	39	2019-10-02 20:26:04	2019-10-02 20:26:04
387	21	40	2	40	2019-10-02 20:26:04	2019-10-02 20:26:04
388	21	41	2	41	2019-10-02 20:26:04	2019-10-02 20:26:04
389	21	42	2	42	2019-10-02 20:26:04	2019-10-02 20:26:04
390	21	43	2	43	2019-10-02 20:26:04	2019-10-02 20:26:04
391	22	49	2	1	2019-10-03 06:25:26	2019-10-03 06:25:26
392	22	50	2	2	2019-10-03 06:25:26	2019-10-03 06:25:26
393	22	51	2	3	2019-10-03 06:25:26	2019-10-03 06:25:26
394	22	46	2	4	2019-10-03 06:25:26	2019-10-03 06:25:26
395	22	47	2	5	2019-10-03 06:25:26	2019-10-03 06:25:26
396	22	48	2	6	2019-10-03 06:25:26	2019-10-03 06:25:26
414	28	1	2	1	2019-10-14 19:22:23	2019-10-14 19:22:23
415	28	2	2	2	2019-10-14 19:22:23	2019-10-14 19:22:23
416	28	3	2	3	2019-10-14 19:22:23	2019-10-14 19:22:23
417	28	4	2	4	2019-10-14 19:22:23	2019-10-14 19:22:23
418	28	5	2	5	2019-10-14 19:22:23	2019-10-14 19:22:23
419	28	6	2	6	2019-10-14 19:22:23	2019-10-14 19:22:23
420	28	7	2	7	2019-10-14 19:22:23	2019-10-14 19:22:23
421	28	8	2	8	2019-10-14 19:22:23	2019-10-14 19:22:23
422	28	9	2	9	2019-10-14 19:22:23	2019-10-14 19:22:23
423	28	10	2	10	2019-10-14 19:22:23	2019-10-14 19:22:23
424	28	11	2	11	2019-10-14 19:22:23	2019-10-14 19:22:23
425	28	12	2	12	2019-10-14 19:22:23	2019-10-14 19:22:23
426	28	13	2	13	2019-10-14 19:22:23	2019-10-14 19:22:23
427	28	14	2	14	2019-10-14 19:22:23	2019-10-14 19:22:23
428	28	15	2	15	2019-10-14 19:22:23	2019-10-14 19:22:23
429	28	16	2	16	2019-10-14 19:22:23	2019-10-14 19:22:23
430	28	17	2	17	2019-10-14 19:22:23	2019-10-14 19:22:23
431	28	18	2	18	2019-10-14 19:22:23	2019-10-14 19:22:23
432	28	19	2	19	2019-10-14 19:22:23	2019-10-14 19:22:23
433	28	20	2	20	2019-10-14 19:22:23	2019-10-14 19:22:23
434	28	21	2	21	2019-10-14 19:22:23	2019-10-14 19:22:23
435	28	22	2	22	2019-10-14 19:22:23	2019-10-14 19:22:23
436	28	23	2	23	2019-10-14 19:22:23	2019-10-14 19:22:23
437	28	24	2	24	2019-10-14 19:22:23	2019-10-14 19:22:23
438	28	25	2	25	2019-10-14 19:22:23	2019-10-14 19:22:23
439	28	26	2	26	2019-10-14 19:22:23	2019-10-14 19:22:23
440	28	27	2	27	2019-10-14 19:22:23	2019-10-14 19:22:23
441	28	28	2	28	2019-10-14 19:22:23	2019-10-14 19:22:23
442	28	29	2	29	2019-10-14 19:22:23	2019-10-14 19:22:23
443	28	30	2	30	2019-10-14 19:22:23	2019-10-14 19:22:23
444	28	31	2	31	2019-10-14 19:22:23	2019-10-14 19:22:23
445	28	32	2	32	2019-10-14 19:22:23	2019-10-14 19:22:23
446	28	33	2	33	2019-10-14 19:22:23	2019-10-14 19:22:23
447	28	34	2	34	2019-10-14 19:22:23	2019-10-14 19:22:23
448	28	35	2	35	2019-10-14 19:22:23	2019-10-14 19:22:23
449	28	36	2	36	2019-10-14 19:22:23	2019-10-14 19:22:23
450	28	37	2	37	2019-10-14 19:22:23	2019-10-14 19:22:23
451	28	38	2	38	2019-10-14 19:22:23	2019-10-14 19:22:23
452	28	39	2	39	2019-10-14 19:22:23	2019-10-14 19:22:23
453	28	40	2	40	2019-10-14 19:22:23	2019-10-14 19:22:23
454	28	41	2	41	2019-10-14 19:22:23	2019-10-14 19:22:23
455	28	42	2	42	2019-10-14 19:22:23	2019-10-14 19:22:23
456	28	43	2	43	2019-10-14 19:22:23	2019-10-14 19:22:23
461	30	58	2	1	2019-10-16 05:14:53	2019-10-16 05:14:53
462	30	59	2	2	2019-10-16 05:14:53	2019-10-16 05:14:53
463	30	60	2	3	2019-10-16 05:14:53	2019-10-16 05:14:53
464	30	61	2	4	2019-10-16 05:14:53	2019-10-16 05:14:53
554	42	1	2	1	2019-10-25 11:32:07	2019-10-25 11:32:07
555	42	2	2	2	2019-10-25 11:32:07	2019-10-25 11:32:07
556	43	63	2	1	2020-01-09 22:09:51	2020-01-09 22:09:51
557	43	64	2	2	2020-01-09 22:09:51	2020-01-09 22:09:51
558	43	65	2	3	2020-01-09 22:09:51	2020-01-09 22:09:51
559	43	66	2	4	2020-01-09 22:09:51	2020-01-09 22:09:51
560	43	67	2	5	2020-01-09 22:09:51	2020-01-09 22:09:51
561	43	68	2	6	2020-01-09 22:09:51	2020-01-09 22:09:51
